,,,,,,,,, Today's , Previous Day's ,,,,Market,Previous,Change,UNUSED DO NOT DELETE,,,Market,Enron,,,,,,,Previous Day, Profit & Loss Summary ,,,,,,,,,,,,,No of,,Market, Today's Profit & Loss Summary ,,,,,,,,Today's,Previous Day's, Previous Day's Profit & Loss Summary ,,,,,,,,Previous Day's,Is Security,Absolute Change in,RAROC Reset,,,,,Real-Time, Today's Delta ,,Real-Time,Last Day's,,,,,,,,,Previous QTD for Asset P&L QTD Tracking of Privates Only!,,,, Combined , Calculated 
Enron Raptor I - Priv. Equity Partnerships,Energy Capital Resources Raptor,Pruett/Thompson,713-345-7109/713-853-3019,Juniper Exposure Raptor I, ,Condor - Energy Capital Resources,Private,Partnership, 1 , 1 , -   , -   , -   ," $1,954,995.27 "," 1,954,995.27 ", -   ,887-978,100.0%,0 ," $1,954,995.27 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $1,954,995.27 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $1,954,995.27 ", -   ,0 ," $1,954,995.27 ", 1.00 , $-   ," $1,954,995.27 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,954,995.27 ", Y , $-   , FALSE , $-   ,0.00 , -   ,78, -   , -   , 134.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships,Energy Capital Resources Raptor,Pruett/Thompson,713-345-7109/713-853-3019,Texland Raptor I, ,Condor - Energy Capital Resources,Private,Partnership, 1 , 1 , -   , -   , -   ," $9,231,875.00 "," 9,231,875.00 ", -   ,888-979,100.0%,0 ," $9,231,875.00 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $9,231,875.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $9,231,875.00 ", -   ,0 ," $9,231,875.00 ", 1.00 , $-   ," $9,231,875.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $9,231,875.00 ", Y , $-   , FALSE , $-   ,0.00 , -   ,78, -   , -   , 146.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships,Energy Capital Resources Raptor,Pruett/Thompson,713-345-7109/713-853-3019,Texland Exposure Raptor I, ,Condor - Energy Capital Resources,Private,Partnership, 1 , 1 , -   , -   , -   ," $1,663,862.85 "," 1,663,862.85 ", -   ,888-979,100.0%,0 ," $1,663,862.85 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $1,663,862.85 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $1,663,862.85 ", -   ,0 ," $1,663,862.85 ", 1.00 , $-   ," $1,663,862.85 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,663,862.85 ", Y , $-   , FALSE , $-   ,0.00 , -   ,78, -   , -   , 147.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships,Energy Capital Resources Raptor,Pruett/Josey,713-345-7109/713-853-0321,Vastar Raptor I, ,Energy Capital Resources,Private,Partnership, 1 , 1 , -   , -   , -   , $(0.00), (0.00), -   ,98-122,50.0%,0 , $(0.00), 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   , $(0.00), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $230,788.39 ", -   ,0 ," $230,788.39 ", 1.00 , $-   , $(0.00), $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $230,788.39 ", Y , $-   , FALSE , $-   ,0.00 , -   ,78, -   , -   , 149.00 , $-   , $-   , $-   ," $(230,788.39)"," $(230,788.39)"," $(230,788.39)", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships,Energy Capital Resources Raptor,Pruett/Josey,713-345-7109/713-853-0321,Vastar Exposure Raptor I, ,Energy Capital Resources,Private,Partnership, 1 , 1 , -   , -   , -   ," $162,836.33 "," 162,836.33 ", -   ,98-122,100.0%,0 ," $162,836.33 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $162,836.33 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $400,561.36 ", -   ,0 ," $400,561.36 ", 1.00 , $-   ," $162,836.33 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $400,561.36 ", Y , $-   , FALSE , $-   ,0.00 , -   ,78, -   , -   , 150.00 , $-   , $-   , $-   , $-   ," $(237,725.03)"," $(237,725.03)", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships Total,,,,,,,,,,,,,,,,,0 ,650.0%,0 ," $39,350,269.99 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $39,350,269.99 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,," $39,750,356.87 ",,," $39,750,356.87 ",,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $(400,086.88)",,,,,,,,,,,
,Energy Capital Resources Raptor Total,,,,,,,,,,,,,,,,0 ,650.0%,0 ," $39,350,269.99 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $39,350,269.99 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,," $39,750,356.87 ",,," $39,750,356.87 ",,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $(400,086.88)",,,,,,,,,,,
Enron Raptor I - EGF SLP - Warrants Public,Equity EGF Raptor,Dunn,713-853-7752,3TEC Warrants EGF Raptor I,US;TTEN,Energy,Warrants,Warrants," 46,956 "," 46,956 ", 0.03 , -   , 0.42 , $2.65 , 2.65 , (0.01),0 ,0.0%,0 ," $124,237.55 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $124,553.24 ", $(315.69), $-   , $315.69 , $-   ," $(3,244.90)", $-   ," $3,244.90 ", $-   ,0 ," $127,482.45 ",0 ,"26,657 "," $84,870.39 ", 1.00 ," $353,079.15 ", $17.89 ," $20,305.91 ", $-   ," $(20,305.91)", $-   ," $(3,244.90)", $-   ," $3,244.90 ", $-   , $18.31 , $17.89 ," $20,621.60 ", $-   ," $(20,621.60)", $-   ," $(2,929.20)", $-   ," $2,929.20 ", $-   ," $84,870.39 ", N , $-   , FALSE ," $2,929.20 ", -   , -   ,42, -   ," 19,735 ", 193.00 , $18.31 , $18.31 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(2,929.20)", $-   ," $2,929.20 ", $-   , -   , -   
Enron Raptor I - EGF SLP - Warrants Public Total,,,,,,,,,,,,,,,,,0 ,0.0%,0 ," $124,237.55 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $124,553.24 ", $(315.69), $-   , $315.69 , $-   ," $(3,244.90)", $-   ," $3,244.90 ", $-   ,," $127,482.45 ",,," $84,870.39 ",,,," $20,305.91 ", $-   ," $(20,305.91)", $-   ," $(3,244.90)", $-   ," $3,244.90 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
,Equity EGF Raptor Total,,,,,,,,,,,,,,,,0 ,0.0%,0 ," $124,237.55 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $124,553.24 ", $(315.69), $-   , $315.69 , $-   ," $(3,244.90)", $-   ," $3,244.90 ", $-   ,," $127,482.45 ",,," $84,870.39 ",,,," $20,305.91 ", $-   ," $(20,305.91)", $-   ," $(3,244.90)", $-   ," $3,244.90 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - Priv. Equity Partnerships,Paper Raptor,B. Burnett,713-853-7766,Oconto Falls Common Raptor I, ,Condor - Paper,Private,Partnership, 1 , 1 , -   , -   , -   ," $1,803,840.00 "," 1,803,840.00 ", -   ,2655-3310,100.0%,0 ," $1,803,840.00 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $1,803,840.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $1,803,840.00 ", -   ,0 ," $1,803,840.00 ", 1.00 , $-   ," $1,803,840.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $1,803,840.00 ", Y , $-   , FALSE , $-   ,0.00 , -   ,78, -   , -   , 142.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships,Paper Raptor,B. Burnett,713-853-7766,Oconto Falls IPC Raptor I, ,Condor - Paper,Private,Partnership, 1 , 1 , -   , -   , -   ," $2,300,803.00 "," 2,300,803.00 ", -   ,2655-3847,100.0%,0 ," $2,300,803.00 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $2,300,803.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $2,300,803.00 ", -   ,0 ," $2,300,803.00 ", 1.00 , $-   ," $2,300,803.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,300,803.00 ", Y , $-   , FALSE , $-   ,0.00 , -   ,78, -   , -   , 143.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - Priv. Equity Partnerships Total,,,,,,,,,,,,,,,,,0 ,200.0%,0 ," $4,104,643.00 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $4,104,643.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,," $4,104,643.00 ",,," $4,104,643.00 ",,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
,Paper Raptor Total,,,,,,,,,,,,,,,,0 ,200.0%,0 ," $4,104,643.00 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $4,104,643.00 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,," $4,104,643.00 ",,," $4,104,643.00 ",,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - US Structured Credit-Book,Portfolio Raptor,CTG,Not Available,Merlin Credit Derivative Raptor I, ,Other,Private,Financing, 1 , 1 , -   , -   , -   ," $30,637,565.04 "," 30,637,565.04 ", -   ,4182-5518,100.0%,0 ," $30,637,565.04 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $30,637,565.04 ", $-   , $-   , $-   , $-   ," $(63,109,023.64)", $-   ," $63,109,023.64 ", $-   ,0 ," $93,746,588.68 ", -   ,0 ," $30,637,565.04 ", 1.00 , $-   ," $30,637,565.04 ", $-   , $-   , $-   , $-   ," $(63,109,023.64)", $-   ," $63,109,023.64 ", $-   ,   ,   , $-   , $-   , $-   , $-   ," $(63,109,023.64)", $-   ," $63,109,023.64 ", $-   ," $30,637,565.04 ", Y , $-   , FALSE ," $63,109,023.64 ",0.00 , -   ,79, -   , -   , 163.00 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $(63,109,023.64)", $-   ," $63,109,023.64 ", $-   , -   , -   
Enron Raptor I - US Structured Credit-Book Total,,,,,,,,,,,,,,,,,0 ,100.0%,0 ," $30,637,565.04 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $30,637,565.04 ", $-   , $-   , $-   , $-   ," $(63,109,023.64)", $-   ," $63,109,023.64 ", $-   ,," $93,746,588.68 ",,," $30,637,565.04 ",,,, $-   , $-   , $-   , $-   ," $(63,109,023.64)", $-   ," $63,109,023.64 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
,Portfolio Raptor Total,,,,,,,,,,,,,,,,0 ,100.0%,0 ," $30,637,565.04 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $30,637,565.04 ", $-   , $-   , $-   , $-   ," $(63,109,023.64)", $-   ," $63,109,023.64 ", $-   ,," $93,746,588.68 ",,," $30,637,565.04 ",,,, $-   , $-   , $-   , $-   ," $(63,109,023.64)", $-   ," $63,109,023.64 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
Enron Raptor I - US Public,Principal Investing Raptor,M. L. Miller,713-345-5272,Active Power Raptor I,US;ACPW,Condor - Principal Investing,Public,Common Equity," 1,021,107 "," 1,021,107 ", -   , -   , 1.00 , $19.44 ,20.00 ,(0.56),5942-7905,100.0%,0 ," $19,847,767.31 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $20,422,140.00 "," $(574,372.69)", $-   ," $574,372.69 ", $-   ," $(1,703,117.64)", $-   ," $1,703,117.64 ", $-   ,0 ," $28,000,652.06 ", -   ,0 ," $79,135,746.00 ", 1.00 ," $19,847,767.31 ", $19.44 ," $(4,403,523.94)", $-   ," $4,403,523.94 ", $-   ," $(1,703,117.64)", $-   ," $1,703,117.64 ", $-   , $19.44 , $20.00 ," $(3,829,151.25)", $-   ," $3,829,151.25 ", $-   ," $(1,128,744.95)", $-   ," $1,128,744.95 ", $-   ," $79,135,746.00 ", N , $-   , FALSE ," $1,128,744.95 ",0.00 , -   ,71," (574,372.69)", -   , 24.00 , $19.44 , $-   , $-   , $-   ," $(6,449,767.11)"," $(6,449,767.11)", $-   , $-   , $-   , $-   ," $(1,128,744.95)", $-   ," $1,128,744.95 ", $-   , -   , -   
Enron Raptor I - US Public Total,,,,,,,,,,,,,,,,,0 ,100.0%,0 ," $19,847,767.31 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $20,422,140.00 "," $(574,372.69)", $-   ," $574,372.69 ", $-   ," $(1,703,117.64)", $-   ," $1,703,117.64 ", $-   ,," $28,000,652.06 ",,," $79,135,746.00 ",,,," $(4,403,523.94)", $-   ," $4,403,523.94 ", $-   ," $(1,703,117.64)", $-   ," $1,703,117.64 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $(6,449,767.11)",,,,,,,,,,,
,Principal Investing Raptor Total,,,,,,,,,,,,,,,,0 ,100.0%,0 ," $19,847,767.31 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $20,422,140.00 "," $(574,372.69)", $-   ," $574,372.69 ", $-   ," $(1,703,117.64)", $-   ," $1,703,117.64 ", $-   ,," $28,000,652.06 ",,," $79,135,746.00 ",,,," $(4,403,523.94)", $-   ," $4,403,523.94 ", $-   ," $(1,703,117.64)", $-   ," $1,703,117.64 ", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $(6,449,767.11)",,,,,,,,,,,
Enron Raptor I - EGF SLP - Priv. Equity Partnerships,Producer EGF Raptor,Eubank,713-853-6579,Ameritex EGF Raptor I, ,Energy,Private,Partnership, 1 , 1 , -   , -   , -   ," $2,848,429.67 "," 2,848,429.67 ", -   ,0 ,0.0%,0 ," $2,848,429.67 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $2,848,429.67 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,0 ," $2,807,236.89 ", -   ,0 ," $2,807,236.89 ", 1.00 , $-   ," $2,848,429.67 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,   ,   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,807,236.89 ", Y , $-   , FALSE , $-   ,0.00 , -   ,39, -   , -   , 179.00 , $-   , $-   , $-   , $-   ," $41,192.78 "," $41,192.78 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , -   , -   
Enron Raptor I - EGF SLP - Priv. Equity Partnerships Total,,,,,,,,,,,,,,,,,0 ,0.0%,0 ," $2,848,429.67 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $2,848,429.67 ", $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,," $2,807,236.89 ",,," $2,807,236.89 ",,,, $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ,,,,,,,,,,,,,,,,,,,,,,,,,," $41,192.78 ",,,,,,,,,,,
Enron Raptor I - EGF SLP - US Public,Producer EGF Raptor,Neyman,713-853-6940,DevX Energy Common EGF Raptor I,US;DVXE,Energy,Public,Common Equity," 6,101 "," 6,101 ", -   , -   , 1.00 , $8.38 ,8.25 ,0.13 ,0 ,0.0%,0 ," $51,096.12 ", 015:Enron Raptor I , $-   , $-   , $-   , $-   , $-   , $-   ," $50,333.49 ", $762.63 , $-   , $(762.63), $-   ," $3,050.51 ", $-   ," $(3,050.51)", $-   ,0 ," $48,045.60 ",0 ,0 ," $243,059.56 ", 1.00 ," $51,096.12 ", $8.38 ," $3,431.83 ", $-   ," $(3,431.83)", $-   ," $3,050.51 ", $-   ," $(3,050.51)", $-   , $8.38 , $8.25 ," $2,669.20 ", $-   ," $(2,669.20)", $-   ," $2,287.89 ", $-   ," $(2,287.89)", $-   ," $243,059.56 ", N , $-   , FALSE ," $(2,287.89)", -   , -   ,41, 762.63 ," 6,101 ", 190.00 , $8.38 , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   , $-   ," $2,287.89 ", $-   ," $(2,287.89)", $-   , -   , -   
Enron Raptor I - EGF SLP - US Public Total,,,,,,,,,,,,,,,,,0 ,0.0%,0 ," $51,096.12 ",, $-   , $-   , $-   , $-   , $-   , $-   ," $50,333.49 ", $762.63 , $-   , $(762.63), $-   ," $3,050.51 ", $-   ," $(3,050.51)", $-   ,," $48,045.60 ",,," $243,059.56 ",,,," $3,431.83 ", $-   ," $(3,431.83)", $-   ," $3,050.51 ", $-   ," $(3,050.51)", $-   ,,,,,,,,,,,,,,,,,,,,,,,,,, $-   ,,,,,,,,,,,
